fen,result
"8/2p5/7P/kP6/4Q3/8/8/K7 w - - 3 59",1.0
"8/2p4P/2Q5/1P6/k7/8/8/K7 w - - 1 61",1.0
"8/2p5/2Q5/1P6/k7/8/1Q6/K7 w - - 3 63",1.0
"r3kbnr/pp1qpppp/8/2pp4/1n6/4PN2/PPPP1PPP/RNBQK2R w KQkq - 0 7",1.0
"r3kb1r/pp1qpppp/8/2pp4/1n1Pn3/4PN2/PPP2PPP/RNBQ1RK1 w kq - 1 9",1.0
"3rkb1r/1p1qpppp/2n5/p1Pp4/8/2P1PN2/P1P2PPP/1RBQ1RK1 w k - 3 13",1.0
"3rkb1r/1pq2ppp/2n1p3/p1Pp4/8/B1PQPN2/P1P2PPP/1R3RK1 w k - 2 15",1.0
"4k2r/1pqrbppp/2n1p3/pQPp4/8/BRP1PN2/P1P2PPP/5RK1 w k - 6 17",1.0
"3nk2r/1pqr1ppp/4pb2/pQPp4/8/BRP1PN2/P1P2PPP/3R2K1 w k - 10 19",1.0
"5rk1/1pqr1ppp/2n1pb2/p1Pp4/3N4/BRPQP3/P1P2PPP/3R2K1 w - - 14 21",1.0
"2r3k1/1r3ppp/4pb2/p1Ppn3/3N4/B1P1P3/P1P2PPP/5QK1 w - - 2 25",1.0
"6k1/1r3ppp/2r1pb2/p1Pp4/5P2/B1P1P3/P1P3PP/5QK1 w - - 0 27",1.0
"1r1b2k1/5pp1/Q3p3/2P4p/5P2/B3P3/P1P2KPP/1r6 w - - 3 33",1.0
"3r2k1/5pp1/2PQpb2/7p/5P2/B3P3/P1P2KPP/1r6 w - - 1 35",1.0
"2r3k1/2P2pp1/4pb2/2Q5/5P1p/B3P2K/P1Pr2PP/8 w - - 1 39",1.0
"2r3k1/2P2pp1/2Q1pb2/2B5/5P1p/4P2K/P1r3PP/8 w - - 0 41",1.0
"8/4bpp1/2Q1p2k/2B5/5P2/4P1K1/P1r3PP/8 w - - 3 47",1.0
"8/5Qp1/3bp1rk/8/5P2/4P3/P4KPP/8 w - - 3 51",1.0
"8/6p1/4p1rk/2b5/5P2/3QP3/P4KPP/8 w - - 7 53",1.0
"8/6p1/3bpr1k/1Q6/P4P2/4P3/5KPP/8 w - - 1 55",1.0
"8/6p1/3b1rk1/1Q2p1P1/P4P2/4P3/5K1P/8 w - - 1 57",1.0
"8/6pk/3Q4/4prP1/P4P2/4P3/5K1P/8 w - - 1 59",1.0
"8/6p1/5rPk/8/P3QP2/4P3/5K1P/8 w - - 3 63",1.0
"8/6p1/2Q3P1/5r1k/P4P2/4P3/5K1P/8 w - - 7 65",1.0
"8/6p1/6P1/2r5/P3QPk1/4P3/5K1P/8 w - - 11 67",1.0
"8/3Q4/6P1/r6k/P4P2/4P3/5K1P/8 w - - 3 71",1.0
"8/6PQ/8/7r/P4Pk1/4P3/5K1P/8 w - - 1 73",1.0
"8/6P1/8/6Q1/P4P2/4P2k/5K1P/8 w - - 1 75",1.0
"r1bq1rk1/1ppp1ppp/2nbpn2/p7/2B4P/2N1PN2/PPPP1PP1/R1BQ1RK1 w - - 0 7",0.5
"r1bq1rk1/2pp1ppp/1pnbp3/p7/P1BP2nP/2N1PN2/1PP2PP1/R1BQ1RK1 w - - 0 9",0.5
"r2qr1k1/1bpp1ppp/1pnbp3/p7/P1BP2nP/2NQPN2/1PPB1PP1/R4RK1 w - - 4 11",0.5
"r2qr1k1/1bpp1ppp/1p2p3/pN6/PbBP2nP/3QPN2/1PP2PP1/R4RK1 w - - 0 13",0.5
"r2qr1k1/1bpp1p1p/1p2pnp1/pN4N1/PbBP3P/4P3/1PP1QPP1/R4RK1 w - - 2 15",0.5
"rq2r1k1/1bppbp1p/1p2pnp1/pN4N1/P2P3P/2PBP3/1P2QPP1/R4RK1 w - - 3 17",0.5
"r3r1k1/1b1pbp1p/1p2pnp1/p1q3N1/P1PN1P1P/1P1BP3/4Q1P1/R4RK1 w - - 1 21",0.5
"r3r1k1/1b1pbp2/1p2p1pp/pNq5/P1P1nP1P/1P1BPN2/4Q1P1/R4RK1 w - - 2 23",0.5
"r3r1k1/3p1p2/1p2p1pp/p1q2n2/P1PN1P1b/1P1BPQ2/6P1/R2R2K1 w - - 2 27",0.5
"2r1r1k1/3p1p2/1p1np1pp/p1q5/P1PNBP1b/1P2PQ2/R5P1/3R2K1 w - - 6 29",0.5
"2r1r1k1/4qp2/1p4pp/p2p4/P2N1P1b/1P2PQ2/3R2P1/3R2K1 w - - 2 33",0.5
"2r1r1k1/5p2/1p5p/p2p2p1/P2NqP1b/1P2P2Q/4R1P1/3R2K1 w - - 0 35",0.5
"4rk2/5p2/1p5N/p2p2p1/P3qP1b/1Pr1P2Q/4R1P1/3R2K1 w - - 1 37",0.5
"4rk2/5p2/1p6/p2p1Np1/P4P1b/1r2P3/4R1P1/3R2K1 w - - 0 39",0.5
"4rk2/5p2/1p6/p2p1NP1/P4b2/1r2P3/4R3/3R2K1 w - - 1 41",0.5
"5k2/5p2/1p2r3/p5P1/P2p4/4b3/1R5K/3R4 w - - 2 45",0.5
"3r1k2/5p2/1p6/p5P1/P2p4/4b1K1/2R5/3R4 w - - 6 47",0.5
"5k2/8/1p6/p4p2/P2p4/4bK2/8/3R4 w - - 0 53",0.5
"3k4/8/8/5R2/P4p2/3Kb3/8/8 w - - 3 61",0.5
"2k5/5R2/8/P7/5p2/3Kb3/8/8 w - - 3 63",0.5
"k7/5R2/P7/8/4Kp2/4b3/8/8 w - - 3 65",0.5
"k7/3R4/P7/4K3/5p2/4b3/8/8 w - - 7 67",0.5
"k7/1R6/P7/4K3/5p2/8/8/2b5 w - - 11 69",0.5
"1k6/2R5/P7/8/4Kp2/4b3/8/8 w - - 15 71",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 19 73",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 23 75",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 27 77",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 31 79",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 35 81",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 39 83",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 43 85",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 47 87",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 51 89",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 55 91",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 59 93",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 63 95",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 67 97",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 71 99",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 75 101",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 79 103",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 83 105",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 87 107",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 91 109",0.5
"k7/1R6/P7/8/4Kp2/8/3b4/8 w - - 95 111",0.5
"r1b1kb1r/pp2pppp/2n2n2/q2p4/8/2NBPN2/PPPP1PPP/R1BQK2R w KQkq - 4 7",1.0
"r3kb1r/pp2ppp1/2n2n2/q2p3p/P5b1/2NBPN2/1PPP1PPP/R1BQ1RK1 w kq - 0 9",1.0
"r3kb1r/pp1bppp1/2n2n2/q2p4/P6p/1PNBPN1P/2PP1PP1/R1BQ1RK1 w kq - 1 11",1.0
"2r1kb1r/pp1bpp2/2n2np1/q2p4/P6p/BPNBPN1P/2PPQPP1/R4RK1 w k - 0 13",1.0
"2r1kb1r/pp1bpp2/1qn2np1/1N6/P2pP2p/BP1B1N1P/2PPQPP1/R4RK1 w k - 2 15",1.0
"2r1kb1r/pp1bpp2/1qn2np1/8/3NP2p/BP1B1N1P/2PPQPP1/R4RK1 w k - 1 17",1.0
"2r1kb1r/1p1bpp2/1q3np1/p7/3NP2p/BPPB3P/3PQPP1/R4RK1 w k - 0 19",1.0
"2r1kb1r/1p1b1p2/1q2p1p1/p2nP3/3NQ2p/BPPB3P/3P1PP1/R4RK1 w k - 0 21",1.0
"2r2rk1/1p1b1p2/1q2p1p1/p2nP3/3N3p/RPPB1Q1P/3P1PP1/5RK1 w - - 1 23",1.0
"2rr2k1/1pqb1p2/4p1p1/p2nP3/3N3p/RPPB1Q1P/3P1PP1/4R1K1 w - - 5 25",1.0
"2r1r1k1/1pqb1p2/4p1p1/p3P3/1nPN3p/1P1B1Q1P/3P1PP1/R3R1K1 w - - 1 27",1.0
"2rr2k1/1pqb1p2/4p1p1/p3P3/2PN3p/1P1Q3P/3P1PP1/R3R1K1 w - - 1 29",1.0
"2rr2k1/1p1b1p2/4p1p1/2q1P3/p1PN3p/1PQ4P/3P1PP1/R3R1K1 w - - 0 31",1.0
"2rr2k1/1p1b1p2/4p3/4P1p1/P1qNR2p/2Q4P/3P1PP1/R5K1 w - - 0 33",1.0
"2rr4/1p1bkp2/4p2Q/3qP3/P5R1/1N5P/3P1PP1/R5K1 w - - 3 39",1.0
"r1bq1rk1/1ppp1ppp/2nbpn2/p7/2P5/2NBPN2/PP1P1PPP/R1BQ1RK1 w - - 2 7",0.0
"r1bq1rk1/2pp1ppp/1p2pn2/pNb5/P1P5/3QPN2/1P1P1PPP/R1B2RK1 w - - 2 11",0.0
"r1b2rk1/2p2ppp/1pNqpn2/p1bp4/P1P5/3QPN2/1P1P1PPP/R1B2RK1 w - - 2 13",0.0
"r4rk1/1bp2ppp/1pNqp3/p1bnN3/P7/3QP3/1P1P1PPP/R1B2RK1 w - - 0 15",0.0
"r4rk1/2p2ppp/1p1q4/p1bp4/P7/3Q4/1P1P1PPP/R1B1R1K1 w - - 0 19",0.0
"4Rbk1/2p2ppp/1p6/p2p4/P7/1P5P/R2P2PK/1q6 w - - 1 27",0.0
"4Rbk1/2p2ppp/1p6/p2p4/P5P1/qP5P/3P3K/8 w - - 0 29",0.0
"6k1/2p2ppp/1p1b4/p2p4/P5P1/1q6/3PK3/8 w - - 0 35",0.0
"6k1/2p2ppp/1p1b4/p2p2P1/5q2/3K4/3P4/8 w - - 2 37",0.0
"6k1/2p2ppp/1p1b4/3p2q1/p7/3P4/2K5/8 w - - 0 39",0.0
"r1bq1rk1/1ppp1ppp/2nbpn2/p7/P7/2NBPN2/1PPP1PPP/R1BQ1RK1 w - - 0 7",1.0
"r1bq1rk1/1pp2ppp/4pn2/p1bp4/P2N4/3QPN2/1PPP1PPP/R1B2RK1 w - - 0 11",1.0
"r1bq1rk1/1p3ppp/2pbpn2/pQ1p4/P7/1N2PN2/1PPP1PPP/R1B2RK1 w - - 0 13",1.0
"r1bq1rk1/1p3ppp/2pb1n2/p2p2N1/P3p3/1N1QP3/1PPP1PPP/R1B2RK1 w - - 0 15",1.0
"r1b2rk1/1pq2pp1/2pb1n1p/p2p2N1/P3pP2/1NQ1P3/1PPP2PP/R1B2RK1 w - - 0 17",1.0
"r4rk1/1pq2pp1/3b1n1p/p1pp4/P3pP2/1NQ1P2P/1PPP3P/R1B2RK1 w - - 0 19",1.0
"r4rk1/1pq2pp1/5n1p/p2p4/PbP1pP2/1NQ1P2P/1PP4P/R1B2RK1 w - - 1 21",1.0
"r4rk1/1p3pp1/3b1n1p/p2p1Q2/P1q1pP2/1N2P2P/1PP4P/R1B2RK1 w - - 0 23",1.0
"r4rk1/1p3pp1/3b1n2/p2p1Q1p/P2NpP2/1Pq1P2P/2P4P/R1B2RK1 w - - 1 25",1.0
"r4rk1/1p3pp1/5n2/p1bp2Q1/P2NpP1p/1Pq1P2P/R1P4P/2B2RK1 w - - 2 27",1.0
"r4r2/1p3p1k/5npN/p1bp2Q1/P3pP1p/1Pq1P2P/R1P4P/2B2RK1 w - - 2 29",1.0
"5r2/1p3p1k/r4n1N/p1bp1RQ1/P3p2p/1Pq1P2P/R1P4P/2B3K1 w - - 1 31",1.0
"5r2/1p3p1k/2r2n1N/p1b3Q1/P2pp2p/1Pq1P2P/R1P4P/2B2R1K w - - 0 33",1.0
"4nr2/1p2Npk1/2r5/p7/P2bp2Q/1Pq4P/R1P4P/2B2R1K w - - 2 37",1.0
"4nr2/1p4k1/5p2/8/Pp2p2Q/1P5P/1RP4P/5R1K w - - 0 41",1.0
"4nr2/1Q6/4kp2/8/Pp6/1P5P/1RP4P/6RK w - - 1 45",1.0
"8/8/2kn1Q2/8/P7/1P5P/1RP4P/4R2K w - - 1 49",1.0
"k7/8/3Q4/8/P7/1P5P/1RP4P/3R3K w - - 1 51",1.0
"rnb1kb1r/1p1pppp1/5n1p/p3qN2/8/2N1P3/PPP1BPPP/R1BQ1RK1 w kq - 2 9",1.0
"r1b1kb1r/1p2ppp1/2n2n1p/p2pq3/8/2NQP1N1/PPP1BPPP/R1B2RK1 w kq - 2 11",1.0
"r1b1kb1r/1p2ppp1/2nq1n2/pQ1p3p/5P2/2N1P1N1/PPP1B1PP/R1B2RK1 w kq - 1 13",1.0
"r1b1kb1r/1p2ppp1/2n5/pQ6/3q1P1p/8/PPP1BNPP/R1B2RK1 w kq - 0 17",1.0
"r3kb1r/qp1bppp1/2n5/pQ6/5P1p/3R4/PPP1BNPP/R1B3K1 w kq - 4 19",1.0
"r3kb1r/qp2ppp1/2n1b3/1Q6/p4P1p/3R4/PPP1BNPP/R1B3K1 w kq - 0 21",1.0
"3rkb1r/qp1bppp1/2n5/3Q1P2/p6p/3R4/PPP1BNPP/R1B3K1 w k - 3 23",1.0
"3rkb1r/1p1bppp1/8/n4P2/p6p/3RB3/PPP1BNPP/R5K1 w k - 0 25",1.0
"2brkb1r/1p2ppp1/2n5/1R3P2/p6p/4B3/PPP1BNPP/R5K1 w k - 4 27",1.0
"2brkb1r/1p4p1/2n1p3/1R6/p6p/3BB3/PPP2NPP/R5K1 w k - 0 29",1.0
"2br4/1p2n1p1/3kp1B1/7R/p6p/8/PPP3PP/R5K1 w - - 2 35",1.0
"2b3r1/6pR/3k4/1p3p2/p7/8/PPP3PP/R5K1 w - - 2 39",1.0
"6r1/6pR/2k1b3/1p3p2/p7/1P6/P1P3PP/3R2K1 w - - 1 41",1.0
"6r1/6pR/8/2kb4/p4p2/P2R4/2P3PP/6K1 w - - 0 45",1.0
"6r1/6p1/8/7R/p1k1bp2/P7/2PR2PP/6K1 w - - 4 47",1.0
"r7/6p1/2b5/4R3/p1k2p2/P7/2PR2PP/6K1 w - - 8 49",1.0
"4r3/6p1/8/8/p1k1bR2/P7/2PR2PP/6K1 w - - 1 51",1.0
"8/6p1/8/4r3/p2kbR1P/P7/2P1R1P1/6K1 w - - 1 53",1.0
"1r6/6P1/8/8/p1P2R2/P7/3k2P1/4R1K1 w - - 3 59",1.0
"5Q2/8/8/8/p1P5/P7/6P1/4k1K1 w - - 0 61",1.0
"8/8/2P5/8/Q7/P7/6P1/1k4K1 w - - 1 65",1.0
"2Q5/8/8/8/Q7/P7/6P1/k5K1 w - - 1 67",1.0
"r1bqkb1r/ppp1pp2/2n2n1p/3p4/6pN/2N1P3/PPPPBPPP/R1BQ1RK1 w kq - 0 7",1.0
"r2qkb1r/pppbpp2/5n1p/1B1pn3/6pN/2N1P3/PPPP1PPP/R1BQ1RK1 w kq - 4 9",1.0
"r2qkb1r/1pp1pp2/5n1p/pN1pn3/P5pN/4P3/1PPP1PPP/R1BQ1RK1 w kq - 0 11",1.0
"r2qkb1r/1pp1pp2/3n1n1p/pN1p4/P2P2pN/1P2P3/2P2PPP/R1BQ1RK1 w kq - 1 13",1.0
"r2qkb1r/4pp2/1p1p1n1p/p2p4/P2P2pN/BP2P3/2P2PPP/R2Q1RK1 w kq - 0 15",1.0
"2r1kb1r/3qpp2/1p3n1p/p2p4/P2P2pN/BP1QP3/5PPP/R4RK1 w k - 2 19",1.0
"2Rq1b1r/3kpp2/Qp3n1p/p2p4/P2P2pN/BP2P3/5PPP/6K1 w - - 3 23",1.0
"r1b1kb1r/ppqppppp/5n2/2p5/8/2NPPN2/PP1P1PPP/R1BQ1RK1 w kq - 2 7",1.0
"r1b1kb1r/pp1ppppp/1q6/1Npn4/Q7/3PPN2/PP1P1PPP/R1B2RK1 w kq - 6 9",1.0
"r1b1kb1r/pp1ppppp/8/1qpQ4/8/3PPN2/PP1P1PPP/R1B2RK1 w kq - 0 11",1.0
"r1b1kb1r/pp1p2pp/4p3/1qp1Np2/8/3PPQ2/PP1P1PPP/R1B2RK1 w kq - 0 13",1.0
"r1b4Q/pp1p1kb1/4p1p1/1qp2p2/3P4/4P3/PP1P1PPP/R1B2RK1 w - - 1 17",1.0
"r1b5/pp1p1kb1/4p1p1/3q1p2/P2p3Q/4P3/1P1P1PPP/R1B2RK1 w - - 1 19",1.0
"r1b5/p2p1kb1/1p2p1p1/3q1p2/P6Q/4R3/1P1P1PPP/R1B3K1 w - - 0 21",1.0
"2r5/p2p1kb1/bp2p1p1/3q1p2/P7/3PR1Q1/1P3PPP/R1B3K1 w - - 3 23",1.0
"8/p2p1kb1/bp2p3/3q1p1p/P7/3PR1Q1/1Pr2PP1/R1B3K1 w - - 0 25",1.0
"6k1/p2p2b1/1p6/3qp2p/P4Q2/3b1R2/1Pr2PP1/R1B3K1 w - - 0 29",1.0
"5k2/p2p2b1/1p6/3qp1Qp/P7/8/1Pr1bPP1/R1B3K1 w - - 0 31",1.0
"6k1/p2p2b1/1p6/3qp2p/P1b5/8/1PQ2PP1/R1B3K1 w - - 1 33",1.0
"6k1/3p2b1/1p6/p2q3p/P1b1pB2/R7/1PQ2PP1/6K1 w - - 0 35",1.0
"2Q5/3p2bk/1p6/p2q3p/P3pB2/3bR3/1P3PP1/6K1 w - - 4 37",1.0
"8/3p2bk/1p6/p2q3p/P3pBb1/7R/1P3PP1/2Q3K1 w - - 8 39",1.0
"8/3p3k/1p6/p2q1b1p/P2bpB2/8/1P3PP1/2Q1R1K1 w - - 12 41",1.0
"8/3p3k/1p6/p2q1b1p/P2bpB2/8/1PQ2PP1/4R1K1 w - - 16 43",1.0
"8/3p3k/1p4b1/p4q2/P3pB1p/6P1/1P2QK2/3R4 w - - 0 47",1.0
"8/3p3k/1R4b1/p4q2/P3pB2/6P1/1P2QK1p/8 w - - 0 49",1.0
"4b3/7k/1R6/p2p1q2/P3pB2/6P1/1P2Q2K/8 w - - 1 51",1.0
"4b1k1/8/8/3p1q2/PR2pB2/6P1/4Q2K/8 w - - 1 53",1.0
"4b1k1/8/8/3p1q2/P2RpB2/6P1/4Q3/6K1 w - - 5 55",1.0
"6k1/8/P3q1b1/3p4/3RpB2/6P1/4Q3/6K1 w - - 1 57",1.0
"q5k1/P7/6b1/3R4/4pB2/6P1/4Q3/6K1 w - - 1 59",1.0
"q3k3/P2R4/6b1/8/4pB2/6P1/1Q6/6K1 w - - 5 61",1.0
"rnb1kb1r/ppqppp2/5n1p/6p1/2p5/2N1PN2/PPPPBPPP/R1BQ1RK1 w kq - 0 7",0.0
"r1b1kb1r/ppqppp2/2n2n1p/6p1/8/2NBPN2/PPP2PPP/R1BQ1RK1 w kq - 1 9",0.0
"rqb1kb1r/1p1ppp2/p1n2n1p/1N4p1/2P5/3BPN2/PP3PPP/R1BQ1RK1 w kq - 0 11",0.0
"rqb1kb1r/1p1ppp2/p1n2n2/7p/2P3pN/2NBP3/PP3PPP/R1BQ1RK1 w kq - 0 13",0.0
"r1b1kb1r/3ppp2/p1n2n2/1p2qB1p/2P3pN/1PN1P3/P4PPP/R1BQ1RK1 w kq - 1 15",0.0
"1rb1kb1r/3ppp2/p1n2n2/4qB1p/2P3pN/2N1P3/PB3PPP/R2Q1RK1 w k - 1 17",0.0
"2b1k2r/2qp1p2/p1nb1p2/5B1p/NrP3pN/4P3/P1Q2PPP/R4RK1 w k - 2 21",0.0
"2b2rk1/2qp1p2/p4p2/2b2N1p/Q4Pp1/P3P3/6PP/2R2RK1 w - - 2 27",0.0
"2b2r1k/1q1pNp2/p4p2/2b4p/4QPp1/P3P3/6PP/2R2RK1 w - - 6 29",0.0
"2b2r1k/3p4/p4pp1/1qb4p/5Pp1/P2QP3/6PP/2R2RK1 w - - 2 31",0.0
"2b2r1k/8/p2p1pp1/2b4p/5Pp1/P2RP3/6PP/2R3K1 w - - 0 33",0.0
"2b4k/8/p2p1pp1/2b4p/P3rPp1/3RP3/6PP/4R1K1 w - - 3 35",0.0
"7k/8/p2p1pp1/P1b2b1p/r4Pp1/3RP1P1/7P/4R1K1 w - - 1 37",0.0
"1R6/7k/p2p1pp1/r1b2b1p/5Pp1/4P1P1/7P/4R1K1 w - - 2 39",0.0
"8/5R2/p2p1ppk/2b2b1p/5Pp1/4P1P1/r6P/4R1K1 w - - 6 41",0.0
"4R3/6k1/p4pp1/2bp1b1p/5Pp1/4P1P1/r6P/4R1K1 w - - 0 43",0.0
"1R6/6k1/p4p2/2bp1bpp/5Pp1/4P1P1/3r3P/4R1K1 w - - 0 45",0.0
"8/2R5/p4pk1/2bp1b1p/5Pp1/4P3/2r4P/4R1K1 w - - 3 49",0.0
"8/3b4/5pk1/2rp3p/p4Pp1/4P3/7P/1R3K2 w - - 0 53",0.0
"8/8/6k1/1brp1p2/p4Pp1/4P1Kp/R6P/8 w - - 0 57",0.0
"8/8/4k3/1brp1p2/p4Pp1/4P2p/R6P/4K3 w - - 4 59",0.0
"8/3b4/4k3/3p1p2/p1r2Pp1/4P2p/1R1K3P/8 w - - 8 61",0.0
"8/8/1Rb1k3/2rp1p2/p4Pp1/3KP2p/7P/8 w - - 12 63",0.0
"8/8/1Rbk4/3p1p2/p4Pp1/3KP2p/7P/2r5 w - - 16 65",0.0
"8/8/1Rbk4/3p1p2/p4Pp1/3KP2p/7P/2r5 w - - 20 67",0.0
"8/8/4k3/1b1p1p2/5Pp1/p1K1P2p/R6P/7r w - - 6 71",0.0
"8/8/4k3/3p1p2/2bK1Pp1/R3P2p/7r/8 w - - 0 73",0.0
"4R3/8/3k4/3p1p2/2bK1P2/4P1pp/7r/8 w - - 2 75",0.0
"1R6/4k3/8/3p1p2/2bK1P2/4P2p/6pr/8 w - - 0 77",0.0
"3k4/1R6/8/3p1p2/2bK1P2/4P2p/6p1/7r w - - 4 79",0.0
"6R1/8/4k3/3p1p2/2bK1P2/4P2p/6p1/7r w - - 8 81",0.0
"8/8/4k3/3p1p2/2bKPP2/7p/8/6r1 w - - 0 83",0.0
"8/8/4k3/2Kb1p2/5P2/8/7p/6r1 w - - 0 85",0.0
"8/K7/4k3/3b1p2/4qP2/8/8/6r1 w - - 2 87",0.0
"r1bq1rk1/pppp1ppp/2n2n2/2b1p3/P7/2NBPN2/1PPP1PPP/R1BQ1RK1 w - - 1 7",0.5
"r1bq1rk1/ppp2ppp/2n2n2/P1bp2N1/4p3/2NBP3/1PPP1PPP/R1BQ1RK1 w - - 0 9",0.5
"r4rk1/1pp2pp1/p4n1p/P1b5/3qp3/7P/1PPPBP1P/R1BQ1RK1 w - - 0 15",0.5
"r4rk1/1pp2pp1/p2b1n1p/P2q4/3Pp3/2P4P/1P2BP1P/R1BQ1RK1 w - - 1 17",0.5
"r4rk1/1pp2pp1/p4n1p/P1P2q2/3Pp3/7P/1P2BP1P/R1Q2RK1 w - - 2 21",0.5
"2r3k1/1p1r1pp1/pQ3n1p/P1P2q2/4p3/7P/1P2BP1P/R4RK1 w - - 3 25",0.5
"5nk1/1p3pp1/p6p/P1r5/4p3/7P/1P2BP1P/3R2K1 w - - 2 29",0.5
"5nk1/1p3pp1/p6p/P7/1Pr1p1B1/7P/5P1P/3R2K1 w - - 3 31",0.5
"6k1/1p3pp1/p6p/P4B2/1Pr1p2n/7P/5P1P/1R4K1 w - - 7 33",0.5
"6k1/1p1B1pp1/p6p/P7/1P2p3/5n1P/2r2P1P/1R5K w - - 11 35",0.5
"6k1/1p1B1p2/p7/P5pp/1P2p3/5n1P/2r2PKP/3R4 w - - 0 37",0.5
"3R4/1p3pk1/p7/P5pp/BP2p3/5n1P/1r3PKP/8 w - - 4 39",0.5
"3R4/1p3pk1/p7/P7/1P2p1p1/5n2/1r3PKP/3B4 w - - 0 41",0.5
"4R3/1p4k1/p1n5/r4p1P/8/4K3/8/3B4 w - - 0 49",0.5
"R7/6k1/2p5/p2r1p1P/5K2/8/8/8 w - - 2 53",0.5
"8/8/2R5/p2r1p1k/5K2/8/8/8 w - - 0 55",0.5
"8/8/2R5/p2r1p1k/5K2/8/8/8 w - - 4 57",0.5
"8/8/2R5/7k/p3K3/8/5r2/8 w - - 0 61",0.5
"8/8/6k1/2R5/p7/4K3/1r6/8 w - - 4 63",0.5
"8/8/8/5k2/p7/1rR1K3/8/8 w - - 8 65",0.5
"8/8/8/5k2/pr6/R7/3K4/8 w - - 12 67",0.5
"8/8/8/5k2/p7/6R1/2r5/4K3 w - - 16 69",0.5
"8/8/8/5k2/p7/3R4/2r5/4K3 w - - 20 71",0.5
"8/8/8/8/p1r1k3/R7/8/4K3 w - - 24 73",0.5
"8/8/8/4k3/p2r4/7R/4K3/8 w - - 28 75",0.5
"8/8/8/4k3/p2r3R/8/4K3/8 w - - 32 77",0.5
"8/8/8/4k3/p2r3R/8/4K3/8 w - - 36 79",0.5
"8/8/8/4k3/p2r3R/8/4K3/8 w - - 40 81",0.5
"8/8/8/4k3/p2r3R/8/4K3/8 w - - 44 83",0.5
"8/8/5k2/2R5/p6r/8/4K3/8 w - - 48 85",0.5
"8/8/5k2/R7/p5r1/3K4/8/8 w - - 52 87",0.5
"8/8/R7/4k3/p5r1/8/4K3/8 w - - 56 89",0.5
"8/8/R7/4k3/p5r1/8/4K3/8 w - - 60 91",0.5
"R7/8/4k3/8/p2r4/8/4K3/8 w - - 64 93",0.5
"8/R7/8/3k4/pr6/8/3K4/8 w - - 72 97",0.5
"8/R7/8/2k5/p6r/8/1K6/8 w - - 76 99",0.5
"8/1R6/8/k7/p6r/K7/8/8 w - - 80 101",0.5
"8/1R6/8/k7/p6r/K7/8/8 w - - 84 103",0.5
"8/1R6/8/k7/p6r/K7/8/8 w - - 88 105",0.5
"8/1R6/8/k7/p6r/K7/8/8 w - - 92 107",0.5
"8/1R6/8/k7/p6r/K7/8/8 w - - 96 109",0.5
"r1bqk2r/pppppp1p/5n1b/4n3/3N2p1/2N1P3/PPPPBPPP/R1BQ1RK1 w kq - 2 7",1.0
"r1bqk1r1/pppp1p1p/2n1pn2/5Nb1/3P4/2N1P3/PPP1BPPP/R1BQ1RK1 w q - 0 11",1.0
"r1bqk1r1/1ppp1p1p/4pn2/p5b1/1nBP4/2N1P1N1/PPP2PPP/R1BQ1RK1 w q - 0 13",1.0
"r2qk1r1/2pp1p1p/1p2pn2/p5b1/Pn1PP3/2N3N1/1PPB1PPP/R2Q1RK1 w q - 1 17",1.0
"r3k1r1/2p4p/1p2p3/p3P3/Pn1Pp2q/6N1/1P1Q1PPP/R4RK1 w q - 0 23",1.0
"r3k3/2p4p/1p2p3/p3P3/Pn1Ppr1q/6NP/1P1Q1PP1/R3R1K1 w q - 1 25",1.0
"r3k3/2p2r1p/1p2p3/p3P2N/Pn1P3q/4P2P/1P1Q2P1/R3R1K1 w q - 1 27",1.0
"r2k4/2p2r1p/1p3N2/p2pP3/Pn5q/4P2P/1P1Q2P1/R3R1K1 w - - 0 29",1.0
"r3R3/1kp4p/1p3q2/p2P4/Pn6/7P/1P1Q2P1/R5K1 w - - 2 33",1.0
"r7/1kp4p/1p2R3/p2q4/Pn6/7P/1P1Q2P1/5RK1 w - - 0 35",1.0
"2k3r1/2p4p/1p6/p7/P3R3/1P1n3P/6P1/5RK1 w - - 1 39",1.0
